ID,name,dif,time,priority,min.exp,code,urgency
3222,"Создать элемент 'Атаки' для локации 7 уровня 5, объект 3",2,4,1,2,1,3
3223,"Создать элемент 'Звук' для локации 7 уровня 5, объект 4",2,6,3,2,5,2
3224,"Создать элемент 'Атаки' для локации 7 уровня 5, объект 5",5,10,2,5,1,2
3225,"Создать элемент 'Анимации' для локации 7 уровня 5, объект 6",2,6,3,2,2,2
3226,"Создать элемент 'Анимации' для локации 7 уровня 5, объект 7",2,6,1,2,2,1
3227,"Создать элемент 'Внешний вид' для локации 7 уровня 5, объект 8",1,2,1,1,2,1
3228,"Создать элемент 'Звук' для локации 7 уровня 5, объект 9",2,4,2,2,5,1
3229,"Создать элемент 'Анимации' для локации 7 уровня 5, объект 10",3,3,3,3,2,2
3230,"Создать элемент 'Количество' для локации 7 уровня 5, объект 1",4,8,3,4,4,1
3231,"Создать элемент 'Количество' для локации 7 уровня 5, объект 2",2,6,3,2,4,3
3232,"Создать элемент 'Количество' для локации 7 уровня 5, объект 3",1,2,1,1,4,1
3233,"Создать элемент 'Количество' для локации 7 уровня 5, объект 4",3,3,2,3,4,1
3234,"Создать элемент 'Тип' для локации 7 уровня 5, объект 5",4,12,3,4,4,3
3235,"Создать элемент 'Тип' для локации 7 уровня 5, объект 6",2,4,2,2,4,3
3236,"Создать элемент 'Количество' для локации 7 уровня 5, объект 7",2,4,3,2,4,1
3237,"Создать элемент 'Количество' для локации 7 уровня 5, объект 8",3,3,3,3,4,2
3238,"Создать элемент 'Количество' для локации 7 уровня 5, объект 9",3,9,3,3,4,1
3239,"Создать элемент 'Тип' для локации 7 уровня 5, объект 10",3,9,1,3,4,3
3240,"Создать элемент 'Окружение' для локации 7 уровня 5, объект 1",4,12,2,4,5,1
3241,"Создать элемент 'Окружение' для локации 7 уровня 5, объект 2",2,4,1,2,5,3
3242,"Создать элемент 'Саундтрек' для локации 7 уровня 5, объект 3",4,12,2,4,5,2
3243,"Создать элемент 'Саундтрек' для локации 7 уровня 5, объект 4",3,3,2,3,5,1
3244,"Создать элемент 'Саундтрек' для локации 7 уровня 5, объект 5",2,2,1,2,5,2
3245,"Создать элемент 'Саундтрек' для локации 7 уровня 5, объект 6",4,4,3,4,5,3
3246,"Создать элемент 'Окружение' для локации 7 уровня 5, объект 7",1,2,3,1,5,3
3247,"Создать элемент 'Окружение' для локации 7 уровня 5, объект 8",4,12,3,4,5,2
3248,"Создать элемент 'Окружение' для локации 7 уровня 5, объект 9",2,6,3,2,5,1
3249,"Создать элемент 'Окружение' для локации 7 уровня 5, объект 10",5,10,1,5,5,2
3250,"Создать элемент 'Ландшафт' для локации 7 уровня 6, объект 1",3,6,1,3,3,1
3251,"Создать элемент 'Ландшафт' для локации 7 уровня 6, объект 2",4,8,3,4,3,3
3252,"Создать элемент 'Камни' для локации 7 уровня 6, объект 3",3,3,3,3,2,3
3253,"Создать элемент 'Растительность' для локации 7 уровня 6, объект 4",3,6,3,3,2,3
3254,"Создать элемент 'Растительность' для локации 7 уровня 6, объект 5",1,2,2,1,2,3
3255,"Создать элемент 'Растительность' для локации 7 уровня 6, объект 6",2,4,3,2,2,3
3256,"Создать элемент 'Ландшафт' для локации 7 уровня 6, объект 7",4,12,2,4,3,1
3257,"Создать элемент 'Препятствия' для локации 7 уровня 6, объект 8",5,15,2,5,2,1
3258,"Создать элемент 'Камни' для локации 7 уровня 6, объект 9",4,4,2,4,2,2
3259,"Создать элемент 'Растительность' для локации 7 уровня 6, объект 10",2,4,3,2,2,2
3260,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 1",3,6,2,3,2,3
3261,"Создать элемент 'Звук' для локации 7 уровня 6, объект 2",2,2,3,2,5,3
3262,"Создать элемент 'Атаки' для локации 7 уровня 6, объект 3",2,6,3,2,1,2
3263,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 4",3,6,2,3,2,2
3264,"Создать элемент 'Атаки' для локации 7 уровня 6, объект 5",3,9,1,3,1,1
3265,"Создать элемент 'Атаки' для локации 7 уровня 6, объект 6",2,2,2,2,1,1
3266,"Создать элемент 'Внешний вид' для локации 7 уровня 6, объект 7",2,6,3,2,2,2
3267,"Создать элемент 'Звук' для локации 7 уровня 6, объект 8",4,8,1,4,5,3
3268,"Создать элемент 'Внешний вид' для локации 7 уровня 6, объект 9",5,10,1,5,2,2
3269,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 10",1,3,2,1,2,3
3270,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 1",4,4,3,4,2,3
3271,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 2",4,12,1,4,2,1
3272,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 3",3,6,3,3,2,1
3273,"Создать элемент 'Атаки' для локации 7 уровня 6, объект 4",4,8,1,4,1,2
3274,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 5",1,3,3,1,2,3
3275,"Создать элемент 'Внешний вид' для локации 7 уровня 6, объект 6",4,8,1,4,2,2
3276,"Создать элемент 'Звук' для локации 7 уровня 6, объект 7",4,12,2,4,5,3
3277,"Создать элемент 'Внешний вид' для локации 7 уровня 6, объект 8",1,1,1,1,2,1
3278,"Создать элемент 'Анимации' для локации 7 уровня 6, объект 9",5,5,2,5,2,1
3279,"Создать элемент 'Звук' для локации 7 уровня 6, объект 10",5,15,1,5,5,2
3280,"Создать элемент 'Количество' для локации 7 уровня 6, объект 1",1,3,3,1,4,3
3281,"Создать элемент 'Количество' для локации 7 уровня 6, объект 2",2,4,1,2,4,1
3282,"Создать элемент 'Количество' для локации 7 уровня 6, объект 3",1,1,1,1,4,1
3283,"Создать элемент 'Тип' для локации 7 уровня 6, объект 4",4,4,3,4,4,1
3284,"Создать элемент 'Тип' для локации 7 уровня 6, объект 5",3,3,1,3,4,1
3285,"Создать элемент 'Количество' для локации 7 уровня 6, объект 6",3,3,1,3,4,3
3286,"Создать элемент 'Тип' для локации 7 уровня 6, объект 7",4,12,1,4,4,2
3287,"Создать элемент 'Тип' для локации 7 уровня 6, объект 8",1,2,1,1,4,3
3288,"Создать элемент 'Тип' для локации 7 уровня 6, объект 9",5,5,2,5,4,3
3289,"Создать элемент 'Тип' для локации 7 уровня 6, объект 10",2,4,3,2,4,2
3290,"Создать элемент 'Окружение' для локации 7 уровня 6, объект 1",4,8,2,4,5,3
3291,"Создать элемент 'Саундтрек' для локации 7 уровня 6, объект 2",3,6,2,3,5,3
3292,"Создать элемент 'Саундтрек' для локации 7 уровня 6, объект 3",5,5,3,5,5,3
3293,"Создать элемент 'Окружение' для локации 7 уровня 6, объект 4",2,2,2,2,5,2
3294,"Создать элемент 'Окружение' для локации 7 уровня 6, объект 5",3,9,2,3,5,1
3295,"Создать элемент 'Окружение' для локации 7 уровня 6, объект 6",3,9,2,3,5,3
3296,"Создать элемент 'Саундтрек' для локации 7 уровня 6, объект 7",4,12,1,4,5,3
3297,"Создать элемент 'Окружение' для локации 7 уровня 6, объект 8",4,8,2,4,5,1
3298,"Создать элемент 'Окружение' для локации 7 уровня 6, объект 9",3,6,2,3,5,3
3299,"Создать элемент 'Саундтрек' для локации 7 уровня 6, объект 10",3,9,3,3,5,1
3300,"Создать элемент 'Камни' для локации 7 уровня 7, объект 1",5,15,1,5,2,2
3301,"Создать элемент 'Растительность' для локации 7 уровня 7, объект 2",4,4,2,4,2,1
3302,"Создать элемент 'Камни' для локации 7 уровня 7, объект 3",1,2,2,1,2,1
3303,"Создать элемент 'Камни' для локации 7 уровня 7, объект 4",3,9,2,3,2,2
3304,"Создать элемент 'Растительность' для локации 7 уровня 7, объект 5",2,6,3,2,2,1
3305,"Создать элемент 'Препятствия' для локации 7 уровня 7, объект 6",2,4,2,2,2,3
3306,"Создать элемент 'Препятствия' для локации 7 уровня 7, объект 7",1,3,2,1,2,3
3307,"Создать элемент 'Ландшафт' для локации 7 уровня 7, объект 8",1,3,3,1,3,3
3308,"Создать элемент 'Препятствия' для локации 7 уровня 7, объект 9",1,1,1,1,2,2
3309,"Создать элемент 'Ландшафт' для локации 7 уровня 7, объект 10",1,3,1,1,3,2
3310,"Создать элемент 'Звук' для локации 7 уровня 7, объект 1",5,15,2,5,5,3
3311,"Создать элемент 'Внешний вид' для локации 7 уровня 7, объект 2",4,8,1,4,2,1
3312,"Создать элемент 'Атаки' для локации 7 уровня 7, объект 3",3,6,2,3,1,1
3313,"Создать элемент 'Внешний вид' для локации 7 уровня 7, объект 4",5,10,1,5,2,1
3314,"Создать элемент 'Звук' для локации 7 уровня 7, объект 5",5,10,1,5,5,2
3315,"Создать элемент 'Атаки' для локации 7 уровня 7, объект 6",2,4,1,2,1,1
3316,"Создать элемент 'Анимации' для локации 7 уровня 7, объект 7",5,5,3,5,2,3
3317,"Создать элемент 'Анимации' для локации 7 уровня 7, объект 8",2,2,1,2,2,1
3318,"Создать элемент 'Анимации' для локации 7 уровня 7, объект 9",3,6,1,3,2,2
3319,"Создать элемент 'Анимации' для локации 7 уровня 7, объект 10",4,4,2,4,2,2
3320,"Создать элемент 'Атаки' для локации 7 уровня 7, объект 1",2,2,1,2,1,1
3321,"Создать элемент 'Звук' для локации 7 уровня 7, объект 2",4,8,2,4,5,3
3322,"Создать элемент 'Звук' для локации 7 уровня 7, объект 3",5,5,3,5,5,3
3323,"Создать элемент 'Атаки' для локации 7 уровня 7, объект 4",5,10,3,5,1,2
3324,"Создать элемент 'Звук' для локации 7 уровня 7, объект 5",2,4,3,2,5,3
3325,"Создать элемент 'Внешний вид' для локации 7 уровня 7, объект 6",2,4,1,2,2,1
3326,"Создать элемент 'Атаки' для локации 7 уровня 7, объект 7",2,2,1,2,1,2
3327,"Создать элемент 'Звук' для локации 7 уровня 7, объект 8",2,2,1,2,5,3
3328,"Создать элемент 'Атаки' для локации 7 уровня 7, объект 9",2,2,1,2,1,2
3329,"Создать элемент 'Атаки' для локации 7 уровня 7, объект 10",5,15,1,5,1,3
3330,"Создать элемент 'Количество' для локации 7 уровня 7, объект 1",2,2,1,2,4,2
3331,"Создать элемент 'Тип' для локации 7 уровня 7, объект 2",2,4,2,2,4,1
3332,"Создать элемент 'Количество' для локации 7 уровня 7, объект 3",4,12,3,4,4,3
3333,"Создать элемент 'Тип' для локации 7 уровня 7, объект 4",3,6,2,3,4,1
3334,"Создать элемент 'Количество' для локации 7 уровня 7, объект 5",1,2,2,1,4,2
3335,"Создать элемент 'Тип' для локации 7 уровня 7, объект 6",2,2,3,2,4,2
3336,"Создать элемент 'Количество' для локации 7 уровня 7, объект 7",4,8,2,4,4,3
3337,"Создать элемент 'Количество' для локации 7 уровня 7, объект 8",5,15,3,5,4,3
3338,"Создать элемент 'Количество' для локации 7 уровня 7, объект 9",5,15,1,5,4,1
3339,"Создать элемент 'Тип' для локации 7 уровня 7, объект 10",5,15,2,5,4,2
3340,"Создать элемент 'Саундтрек' для локации 7 уровня 7, объект 1",4,4,3,4,5,1
3341,"Создать элемент 'Окружение' для локации 7 уровня 7, объект 2",1,2,2,1,5,2
3342,"Создать элемент 'Окружение' для локации 7 уровня 7, объект 3",1,2,2,1,5,1
3343,"Создать элемент 'Окружение' для локации 7 уровня 7, объект 4",3,6,2,3,5,1
3344,"Создать элемент 'Окружение' для локации 7 уровня 7, объект 5",5,5,1,5,5,3
3345,"Создать элемент 'Саундтрек' для локации 7 уровня 7, объект 6",1,3,3,1,5,1
3346,"Создать элемент 'Окружение' для локации 7 уровня 7, объект 7",3,6,2,3,5,2
3347,"Создать элемент 'Саундтрек' для локации 7 уровня 7, объект 8",5,5,2,5,5,1
3348,"Создать элемент 'Саундтрек' для локации 7 уровня 7, объект 9",1,3,3,1,5,3
3349,"Создать элемент 'Саундтрек' для локации 7 уровня 7, объект 10",2,6,1,2,5,1
3350,"Создать элемент 'Растительность' для локации 7 уровня 8, объект 1",1,1,3,1,2,3
3351,"Создать элемент 'Растительность' для локации 7 уровня 8, объект 2",3,9,2,3,2,2
3352,"Создать элемент 'Препятствия' для локации 7 уровня 8, объект 3",1,2,3,1,2,1
3353,"Создать элемент 'Препятствия' для локации 7 уровня 8, объект 4",5,5,2,5,2,1
3354,"Создать элемент 'Растительность' для локации 7 уровня 8, объект 5",5,10,3,5,2,1
3355,"Создать элемент 'Препятствия' для локации 7 уровня 8, объект 6",5,15,3,5,2,1
3356,"Создать элемент 'Камни' для локации 7 уровня 8, объект 7",2,2,2,2,2,2
3357,"Создать элемент 'Препятствия' для локации 7 уровня 8, объект 8",2,2,2,2,2,2
3358,"Создать элемент 'Ландшафт' для локации 7 уровня 8, объект 9",4,8,2,4,3,1
3359,"Создать элемент 'Растительность' для локации 7 уровня 8, объект 10",5,5,1,5,2,3
3360,"Создать элемент 'Внешний вид' для локации 7 уровня 8, объект 1",3,3,2,3,2,2
3361,"Создать элемент 'Атаки' для локации 7 уровня 8, объект 2",3,3,3,3,1,3
3362,"Создать элемент 'Звук' для локации 7 уровня 8, объект 3",3,6,3,3,5,2
3363,"Создать элемент 'Анимации' для локации 7 уровня 8, объект 4",3,3,1,3,2,1
3364,"Создать элемент 'Анимации' для локации 7 уровня 8, объект 5",1,3,1,1,2,2
3365,"Создать элемент 'Звук' для локации 7 уровня 8, объект 6",4,8,3,4,5,1
3366,"Создать элемент 'Анимации' для локации 7 уровня 8, объект 7",3,6,2,3,2,3
3367,"Создать элемент 'Анимации' для локации 7 уровня 8, объект 8",1,1,1,1,2,3
3368,"Создать элемент 'Анимации' для локации 7 уровня 8, объект 9",5,10,3,5,2,2
3369,"Создать элемент 'Атаки' для локации 7 уровня 8, объект 10",5,5,1,5,1,3
3370,"Создать элемент 'Анимации' для локации 7 уровня 8, объект 1",5,10,2,5,2,3
3371,"Создать элемент 'Внешний вид' для локации 7 уровня 8, объект 2",1,3,3,1,2,1
3372,"Создать элемент 'Внешний вид' для локации 7 уровня 8, объект 3",1,1,3,1,2,3
3373,"Создать элемент 'Звук' для локации 7 уровня 8, объект 4",1,3,1,1,5,2
3374,"Создать элемент 'Звук' для локации 7 уровня 8, объект 5",3,6,2,3,5,1
3375,"Создать элемент 'Анимации' для локации 7 уровня 8, объект 6",2,2,3,2,2,1
3376,"Создать элемент 'Звук' для локации 7 уровня 8, объект 7",1,2,2,1,5,1
3377,"Создать элемент 'Атаки' для локации 7 уровня 8, объект 8",4,8,3,4,1,1
3378,"Создать элемент 'Внешний вид' для локации 7 уровня 8, объект 9",1,3,1,1,2,2
3379,"Создать элемент 'Атаки' для локации 7 уровня 8, объект 10",5,5,2,5,1,1
3380,"Создать элемент 'Количество' для локации 7 уровня 8, объект 1",2,4,2,2,4,2
3381,"Создать элемент 'Количество' для локации 7 уровня 8, объект 2",5,5,1,5,4,1
3382,"Создать элемент 'Тип' для локации 7 уровня 8, объект 3",2,6,3,2,4,3
3383,"Создать элемент 'Тип' для локации 7 уровня 8, объект 4",5,15,2,5,4,3
3384,"Создать элемент 'Количество' для локации 7 уровня 8, объект 5",3,6,1,3,4,1
3385,"Создать элемент 'Тип' для локации 7 уровня 8, объект 6",5,10,2,5,4,3
3386,"Создать элемент 'Тип' для локации 7 уровня 8, объект 7",2,4,1,2,4,3
3387,"Создать элемент 'Тип' для локации 7 уровня 8, объект 8",5,5,1,5,4,3
3388,"Создать элемент 'Тип' для локации 7 уровня 8, объект 9",2,4,3,2,4,3
3389,"Создать элемент 'Тип' для локации 7 уровня 8, объект 10",2,4,1,2,4,2
3390,"Создать элемент 'Окружение' для локации 7 уровня 8, объект 1",2,6,2,2,5,3
3391,"Создать элемент 'Окружение' для локации 7 уровня 8, объект 2",1,3,2,1,5,2
3392,"Создать элемент 'Саундтрек' для локации 7 уровня 8, объект 3",3,3,1,3,5,3
3393,"Создать элемент 'Окружение' для локации 7 уровня 8, объект 4",3,9,2,3,5,3
3394,"Создать элемент 'Окружение' для локации 7 уровня 8, объект 5",3,6,2,3,5,2
3395,"Создать элемент 'Саундтрек' для локации 7 уровня 8, объект 6",2,2,3,2,5,3
3396,"Создать элемент 'Окружение' для локации 7 уровня 8, объект 7",3,3,3,3,5,3
3397,"Создать элемент 'Саундтрек' для локации 7 уровня 8, объект 8",5,5,3,5,5,2
3398,"Создать элемент 'Окружение' для локации 7 уровня 8, объект 9",5,15,2,5,5,3
3399,"Создать элемент 'Саундтрек' для локации 7 уровня 8, объект 10",5,5,1,5,5,3
3400,"Создать элемент 'Камни' для локации 7 уровня 9, объект 1",3,6,2,3,2,2
3401,"Создать элемент 'Препятствия' для локации 7 уровня 9, объект 2",2,6,1,2,2,3
3402,"Создать элемент 'Препятствия' для локации 7 уровня 9, объект 3",4,4,1,4,2,1
3403,"Создать элемент 'Ландшафт' для локации 7 уровня 9, объект 4",1,2,1,1,3,3
3404,"Создать элемент 'Ландшафт' для локации 7 уровня 9, объект 5",3,6,3,3,3,2
3405,"Создать элемент 'Препятствия' для локации 7 уровня 9, объект 6",2,6,2,2,2,1
3406,"Создать элемент 'Препятствия' для локации 7 уровня 9, объект 7",3,3,2,3,2,3
3407,"Создать элемент 'Ландшафт' для локации 7 уровня 9, объект 8",3,6,2,3,3,1
3408,"Создать элемент 'Ландшафт' для локации 7 уровня 9, объект 9",1,1,1,1,3,1
3409,"Создать элемент 'Препятствия' для локации 7 уровня 9, объект 10",4,8,3,4,2,2
3410,"Создать элемент 'Анимации' для локации 7 уровня 9, объект 1",1,2,3,1,2,2
3411,"Создать элемент 'Внешний вид' для локации 7 уровня 9, объект 2",5,10,1,5,2,1
3412,"Создать элемент 'Атаки' для локации 7 уровня 9, объект 3",3,3,2,3,1,3
3413,"Создать элемент 'Звук' для локации 7 уровня 9, объект 4",3,9,3,3,5,2
3414,"Создать элемент 'Анимации' для локации 7 уровня 9, объект 5",2,4,3,2,2,2
3415,"Создать элемент 'Внешний вид' для локации 7 уровня 9, объект 6",5,5,2,5,2,1
3416,"Создать элемент 'Звук' для локации 7 уровня 9, объект 7",4,8,2,4,5,3
3417,"Создать элемент 'Атаки' для локации 7 уровня 9, объект 8",1,3,3,1,1,2
3418,"Создать элемент 'Атаки' для локации 7 уровня 9, объект 9",1,1,3,1,1,1
3419,"Создать элемент 'Атаки' для локации 7 уровня 9, объект 10",5,10,2,5,1,3
3420,"Создать элемент 'Звук' для локации 7 уровня 9, объект 1",3,9,3,3,5,2
3421,"Создать элемент 'Звук' для локации 7 уровня 9, объект 2",2,2,3,2,5,2
3422,"Создать элемент 'Атаки' для локации 7 уровня 9, объект 3",4,4,2,4,1,2
3423,"Создать элемент 'Звук' для локации 7 уровня 9, объект 4",1,2,1,1,5,3
3424,"Создать элемент 'Атаки' для локации 7 уровня 9, объект 5",3,9,1,3,1,2
3425,"Создать элемент 'Звук' для локации 7 уровня 9, объект 6",5,10,2,5,5,3
3426,"Создать элемент 'Анимации' для локации 7 уровня 9, объект 7",1,3,1,1,2,1
3427,"Создать элемент 'Звук' для локации 7 уровня 9, объект 8",2,4,3,2,5,2
3428,"Создать элемент 'Анимации' для локации 7 уровня 9, объект 9",1,1,3,1,2,3
3429,"Создать элемент 'Звук' для локации 7 уровня 9, объект 10",5,15,2,5,5,1
3430,"Создать элемент 'Тип' для локации 7 уровня 9, объект 1",2,2,1,2,4,2
3431,"Создать элемент 'Тип' для локации 7 уровня 9, объект 2",5,5,1,5,4,3
3432,"Создать элемент 'Количество' для локации 7 уровня 9, объект 3",3,3,1,3,4,2
3433,"Создать элемент 'Тип' для локации 7 уровня 9, объект 4",1,3,2,1,4,2
3434,"Создать элемент 'Количество' для локации 7 уровня 9, объект 5",2,4,3,2,4,2
3435,"Создать элемент 'Тип' для локации 7 уровня 9, объект 6",1,2,2,1,4,3
3436,"Создать элемент 'Количество' для локации 7 уровня 9, объект 7",1,2,3,1,4,1
3437,"Создать элемент 'Количество' для локации 7 уровня 9, объект 8",2,6,2,2,4,3
3438,"Создать элемент 'Количество' для локации 7 уровня 9, объект 9",1,2,2,1,4,2
3439,"Создать элемент 'Количество' для локации 7 уровня 9, объект 10",3,3,1,3,4,2
3440,"Создать элемент 'Саундтрек' для локации 7 уровня 9, объект 1",3,3,1,3,5,3
3441,"Создать элемент 'Окружение' для локации 7 уровня 9, объект 2",3,3,3,3,5,1
3442,"Создать элемент 'Саундтрек' для локации 7 уровня 9, объект 3",4,12,2,4,5,1
3443,"Создать элемент 'Окружение' для локации 7 уровня 9, объект 4",3,9,3,3,5,1
3444,"Создать элемент 'Окружение' для локации 7 уровня 9, объект 5",4,4,3,4,5,2
3445,"Создать элемент 'Окружение' для локации 7 уровня 9, объект 6",5,10,2,5,5,3
3446,"Создать элемент 'Саундтрек' для локации 7 уровня 9, объект 7",4,8,3,4,5,3
3447,"Создать элемент 'Саундтрек' для локации 7 уровня 9, объект 8",4,4,1,4,5,1
3448,"Создать элемент 'Окружение' для локации 7 уровня 9, объект 9",3,6,1,3,5,2
3449,"Создать элемент 'Окружение' для локации 7 уровня 9, объект 10",3,9,2,3,5,3
3450,"Создать элемент 'Растительность' для локации 7 уровня 10, объект 1",5,15,2,5,2,1
3451,"Создать элемент 'Препятствия' для локации 7 уровня 10, объект 2",1,1,3,1,2,3
3452,"Создать элемент 'Камни' для локации 7 уровня 10, объект 3",2,6,3,2,2,1
3453,"Создать элемент 'Ландшафт' для локации 7 уровня 10, объект 4",4,8,1,4,3,1
3454,"Создать элемент 'Препятствия' для локации 7 уровня 10, объект 5",5,5,3,5,2,3
3455,"Создать элемент 'Растительность' для локации 7 уровня 10, объект 6",4,8,2,4,2,3
3456,"Создать элемент 'Ландшафт' для локации 7 уровня 10, объект 7",2,4,1,2,3,3
3457,"Создать элемент 'Растительность' для локации 7 уровня 10, объект 8",4,8,3,4,2,2
3458,"Создать элемент 'Растительность' для локации 7 уровня 10, объект 9",1,1,1,1,2,2
3459,"Создать элемент 'Растительность' для локации 7 уровня 10, объект 10",5,15,1,5,2,1
3460,"Создать элемент 'Анимации' для локации 7 уровня 10, объект 1",2,6,3,2,2,2
3461,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 2",3,9,2,3,1,3
3462,"Создать элемент 'Анимации' для локации 7 уровня 10, объект 3",1,3,3,1,2,3
3463,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 4",3,9,2,3,1,1
3464,"Создать элемент 'Звук' для локации 7 уровня 10, объект 5",3,6,1,3,5,1
3465,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 6",4,4,1,4,1,3
3466,"Создать элемент 'Звук' для локации 7 уровня 10, объект 7",1,3,3,1,5,1
3467,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 8",3,3,1,3,1,1
3468,"Создать элемент 'Анимации' для локации 7 уровня 10, объект 9",3,6,2,3,2,3
3469,"Создать элемент 'Анимации' для локации 7 уровня 10, объект 10",4,12,1,4,2,1
3470,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 1",4,12,2,4,1,3
3471,"Создать элемент 'Анимации' для локации 7 уровня 10, объект 2",5,10,1,5,2,3
3472,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 3",3,9,1,3,1,1
3473,"Создать элемент 'Внешний вид' для локации 7 уровня 10, объект 4",5,15,3,5,2,2
3474,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 5",4,4,2,4,1,3
3475,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 6",4,4,1,4,1,3
3476,"Создать элемент 'Анимации' для локации 7 уровня 10, объект 7",4,12,3,4,2,1
3477,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 8",2,4,3,2,1,1
3478,"Создать элемент 'Внешний вид' для локации 7 уровня 10, объект 9",3,6,1,3,2,3
3479,"Создать элемент 'Атаки' для локации 7 уровня 10, объект 10",5,10,3,5,1,3
3480,"Создать элемент 'Тип' для локации 7 уровня 10, объект 1",4,4,2,4,4,2
3481,"Создать элемент 'Количество' для локации 7 уровня 10, объект 2",5,10,3,5,4,3
3482,"Создать элемент 'Количество' для локации 7 уровня 10, объект 3",3,6,1,3,4,2
3483,"Создать элемент 'Количество' для локации 7 уровня 10, объект 4",5,10,1,5,4,2
3484,"Создать элемент 'Количество' для локации 7 уровня 10, объект 5",2,6,2,2,4,1
3485,"Создать элемент 'Тип' для локации 7 уровня 10, объект 6",2,2,3,2,4,1
3486,"Создать элемент 'Количество' для локации 7 уровня 10, объект 7",1,2,3,1,4,2
3487,"Создать элемент 'Количество' для локации 7 уровня 10, объект 8",4,8,3,4,4,3
3488,"Создать элемент 'Тип' для локации 7 уровня 10, объект 9",3,3,1,3,4,3
3489,"Создать элемент 'Тип' для локации 7 уровня 10, объект 10",4,4,1,4,4,2
3490,"Создать элемент 'Саундтрек' для локации 7 уровня 10, объект 1",1,1,2,1,5,2
3491,"Создать элемент 'Окружение' для локации 7 уровня 10, объект 2",2,2,1,2,5,1
3492,"Создать элемент 'Окружение' для локации 7 уровня 10, объект 3",1,3,1,1,5,3
3493,"Создать элемент 'Саундтрек' для локации 7 уровня 10, объект 4",4,8,3,4,5,3
3494,"Создать элемент 'Окружение' для локации 7 уровня 10, объект 5",4,4,1,4,5,2
3495,"Создать элемент 'Саундтрек' для локации 7 уровня 10, объект 6",4,12,3,4,5,1
3496,"Создать элемент 'Саундтрек' для локации 7 уровня 10, объект 7",2,6,3,2,5,1
3497,"Создать элемент 'Саундтрек' для локации 7 уровня 10, объект 8",2,4,1,2,5,1
3498,"Создать элемент 'Окружение' для локации 7 уровня 10, объект 9",2,6,3,2,5,3
3499,"Создать элемент 'Саундтрек' для локации 7 уровня 10, объект 10",3,3,3,3,5,2
3500,"Создать элемент 'Камни' для локации 8 уровня 1, объект 1",5,15,3,5,2,1
3501,"Создать элемент 'Препятствия' для локации 8 уровня 1, объект 2",1,2,2,1,2,1
3502,"Создать элемент 'Растительность' для локации 8 уровня 1, объект 3",5,5,1,5,2,2
3503,"Создать элемент 'Препятствия' для локации 8 уровня 1, объект 4",1,1,1,1,2,2
3504,"Создать элемент 'Ландшафт' для локации 8 уровня 1, объект 5",5,5,2,5,3,1
3505,"Создать элемент 'Камни' для локации 8 уровня 1, объект 6",2,6,1,2,2,1
3506,"Создать элемент 'Препятствия' для локации 8 уровня 1, объект 7",3,3,2,3,2,2
3507,"Создать элемент 'Растительность' для локации 8 уровня 1, объект 8",1,2,2,1,2,1
3508,"Создать элемент 'Камни' для локации 8 уровня 1, объект 9",1,3,1,1,2,2
3509,"Создать элемент 'Ландшафт' для локации 8 уровня 1, объект 10",4,8,3,4,3,1
3510,"Создать элемент 'Внешний вид' для локации 8 уровня 1, объект 1",1,2,1,1,2,2
3511,"Создать элемент 'Атаки' для локации 8 уровня 1, объект 2",4,8,2,4,1,3
3512,"Создать элемент 'Звук' для локации 8 уровня 1, объект 3",3,3,3,3,5,2
3513,"Создать элемент 'Внешний вид' для локации 8 уровня 1, объект 4",5,10,2,5,2,3
3514,"Создать элемент 'Атаки' для локации 8 уровня 1, объект 5",4,12,1,4,1,3
3515,"Создать элемент 'Внешний вид' для локации 8 уровня 1, объект 6",2,2,1,2,2,3
3516,"Создать элемент 'Анимации' для локации 8 уровня 1, объект 7",4,12,2,4,2,2
3517,"Создать элемент 'Анимации' для локации 8 уровня 1, объект 8",2,4,2,2,2,1
3518,"Создать элемент 'Атаки' для локации 8 уровня 1, объект 9",3,3,2,3,1,1
3519,"Создать элемент 'Внешний вид' для локации 8 уровня 1, объект 10",2,2,3,2,2,1
3520,"Создать элемент 'Атаки' для локации 8 уровня 1, объект 1",3,6,3,3,1,2
3521,"Создать элемент 'Звук' для локации 8 уровня 1, объект 2",1,2,2,1,5,1
3522,"Создать элемент 'Анимации' для локации 8 уровня 1, объект 3",1,1,2,1,2,2
3523,"Создать элемент 'Звук' для локации 8 уровня 1, объект 4",2,2,1,2,5,1
3524,"Создать элемент 'Звук' для локации 8 уровня 1, объект 5",1,1,2,1,5,1
